OBJECTID,ACCIDENTNUM,ACCIDENTDATE,LOCATION,ACCIDENT_LOCATION,IMPACT_LOCATION,ENVIRONMENT_CONDITION,LIGHT,COLLISION_TYPE,TRAFFICCOLLISIONSID
3614,14-154229,20140709,JACOB GINGRICH DR btwn JOSEPH SCHOERG CRES & LANGTON DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3615,14-170215,20140728,PROSPECT AVE btwn EMERALD AVE & EULER AVE,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3616,14-149568,20140703,WARREN RD btwn SILVERSPRING CRES & BUTTONWOOD DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3617,14-119715,20140530,DENLOW ST btwn ROSE GARDEN ST & BREMBEL ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3618,14-142281,20140623,HEIMAN ST btwn MILL ST & TAMROTH CLOSE,04-At/near private drive,09-Right shoulder,02-Rain,01-Daylight,MIDBLOCK,
3619,14-143234,20140626,MOYER PL btwn END & MARKET LANE,04-At/near private drive,08-Left shoulder,01-Clear,01-Daylight,MIDBLOCK,
3620,14-123927,20140604,MONTCALM DR btwn QUEENSTON DR & TECUMSEH CRES,04-At/near private drive,01-Within intersection,01-Clear,01-Daylight,MIDBLOCK,
3621,14-122642,20140531,LEANDER PL btwn HAMEL AVE & BRIDGEPORT RD,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3622,14-194123,20140824,OLD MAPLE LANE btwn BENT WILLOW DR & CUL DE SAC,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3623,14-159494,20140715,FRAN ELLEN CRES btwn YELLOW BIRCH DR & YELLOW BIRCH DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3624,14-164874,20140721,HUCK CRES btwn KELLER CRES & END,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3625,14-143859,20140627,HEDGESTONE CRES btwn HEDGESTONE CRT & ERINBROOK DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3626,14-161480,20140718,TEMPLEWOOD DR btwn HURON RD & OLD HURON RD,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3627,14-149460,20140703,OLD HURON CRT btwn OLD HURON CRT & OLD HURON CRT,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3628,14-158108,20140714,OWEN AVE btwn INLET AVE & HALLIWELL DR,01-Non intersection,02-Thru lane,01-Clear,03-Dawn,MIDBLOCK,
3629,14-164300,20140721,AGNES ST btwn WALTER ST & GRUHN ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3630,14-153622,20140708,MEADOWRIDGE ST btwn SOUTH CREEK DR & THOMAS SLEE DR,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,
3631,14-179620,20140809,FRANKLIN ST N btwn KING ST E & WEBER ST E,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3632,14-166711,20140724,AHRENS ST W btwn GZOWSKI LANE & BREITHAUPT ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3633,14-167593,20140725,PARK ST btwn CHERRY ST & STEWART ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3634,14-130527,20140611,PINE ST btwn KING ST W & MARY ST,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
3635,14-141464,20140624,GREEN ST btwn KING ST W & PARK ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3636,12-148899,20120623,HOLBORN DR btwn BLACKFRIARS PL & CARNABY CRES,01-Non intersection,02-Thru lane,01-Clear,"06-Dusk, artificial",MIDBLOCK,
3637,14-270749,20141128,MOORE AVE btwn WELLINGTON ST N & LOUISA ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3638,15-037229,20150219,MOORE AVE btwn EMMA AVE & GUELPH ST,99-Other,12-Off highway,03-Snow,01-Daylight,MIDBLOCK,
3639,15-025317,20150203,OLD HURON RD btwn BIEHN DR & HURON RD ONRAMP,01-Non intersection,05-Right turn channel,01-Clear,01-Daylight,MIDBLOCK,
3640,14-242082,20141022,NINE PINES RD btwn WILLIAMSBURG RD & OTTAWA ST S,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3641,15-125941,20150614,OLDFIELD DR btwn BRIERDALE DR & MICHENER CRES,04-At/near private drive,09-Right shoulder,01-Clear,07-Dark,MIDBLOCK,
3642,15-036531,20150218,GLASGOW ST btwn WALTER ST & GRUHN ST,01-Non intersection,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,
3643,15-024672,20150201,SUTHERLAND WALK btwn ROBERTSON CRES & CUL DE SAC,04-At/near private drive,02-Thru lane,03-Snow,"08-Dark, artificial",MIDBLOCK,
3644,15-071925,20150407,TAGGE ST btwn TAGGE CRES & STANLEY AVE,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
3645,14-245508,20141027,TEMPLEWOOD DR btwn STRASBURG RD & RUSH MEADOW ST,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3646,15-024524,20150202,OTTAWA ST S btwn ALPINE RD & STRASBURG RD,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3647,15-110548,20150525,WELLINGTON ST N btwn PATRICK ST & SPRING VALLEY RD,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3648,14-237277,20141016,STRASBURG RD btwn TEMPLEWOOD DR & RUSH MEADOW ST,01-Non intersection,02-Thru lane,01-Clear,07-Dark,MIDBLOCK,
3649,15-050860,20150310,OTTAWA ST S btwn STRASBURG RD & ELMSDALE DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3650,15-175033,20150816,MOORE AVE btwn SHANLEY ST & BRIAR AVE,04-At/near private drive,02-Thru lane,01-Clear,99-Other,MIDBLOCK,
3651,15-093436,20150504,BREITHAUPT ST btwn MAJOR ST & LANCASTER ST W,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
3652,15-105635,20150519,VICTORIA ST N btwn LACKNER BLVD & FORWELL RD,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3653,15-192666,20150909,MCGARRY DR btwn MEADOWBROOK DR & FORESTWOOD DR,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,
3654,15-138844,20150630,MCGARRY DR btwn ELM RIDGE DR & FORESTWOOD DR,01-Non intersection,02-Thru lane,01-Clear,07-Dark,MIDBLOCK,
3655,15-156945,20150724,BELL LANE btwn WATER ST N & COLLEGE ST,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3656,15-172078,20150812,RUSH MEADOW CRES btwn RUSH MEADOW ST & RUSH MEADOW ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3657,15-187497,20150902,KIWANIS PARK DR btwn KIWANIS PARK DR & END,99-Other,12-Off highway,01-Clear,05-Dusk,MIDBLOCK,
3658,15-096769,20150508,FAIRWAY CRES btwn FAIRWAY RD N & FAIRWAY CRT,04-At/near private drive,11-Not on roadway - right side,01-Clear,01-Daylight,MIDBLOCK,
3659,15-125953,20150613,EIGHTH AVE btwn CONNAUGHT ST & GREENFIELD AVE,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
3660,15-096912,20150508,AVONDALE AVE btwn GLASGOW ST & CLAREMONT AVE,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
3661,15-157482,20150725,FLINT DR btwn KINGSWOOD DR & ALPINE RD,01-Non intersection,09-Right shoulder,01-Clear,07-Dark,MIDBLOCK,
3662,15-159675,20150727,RIDGEMERE CRT btwn RIDGEMERE CRT & RIDGEMERE CRT,04-At/near private drive,02-Thru lane,01-Clear,07-Dark,MIDBLOCK,
3663,15-153322,20150719,CLIVE RD btwn FAIRMOUNT RD & MONTGOMERY RD,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3664,15-153873,20150720,WORDSWORTH PL btwn WIMBLETON CRES & CUL DE SAC,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3665,15-160728,20150729,HEIMAN ST btwn KEHL ST & CHARLES BEST PL,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3666,15-157258,20150724,GLASGOW ST btwn BELMONT AVE W & EARL ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3667,15-119413,20150606,SHIRLEY DR btwn LACKNER BLVD & END,01-Non intersection,11-Not on roadway - right side,01-Clear,07-Dark,MIDBLOCK,
3668,15-028218,20150207,FREDERICK ST btwn DUNHAM AVE & EDNA ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3669,15-040537,20150224,OTTAWA ST N btwn RIVER RD E & BRECKENRIDGE DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3670,15-170430,20150811,DUNNINGTON CRT btwn DARLINGTON PL & CUL DE SAC,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3671,15-008087,20150112,ZELLER DR btwn WILD MEADOW ST & BRIDGEMILL CRT,01-Non intersection,11-Not on roadway - right side,03-Snow,01-Daylight,MIDBLOCK,
3672,15-060141,20150321,KELVIN AVE btwn KELVIN AVE & KELVIN AVE,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3673,15-109325,20150524,MARY ST btwn PINE ST & WATERLOO BOUNDARY,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3674,14-274288,20141203,KILKERRAN CRES btwn KILBIRNIE CRT & BIEHN DR,04-At/near private drive,09-Right shoulder,01-Clear,07-Dark,MIDBLOCK,
3675,14-253117,20141105,KING ST E btwn CHARLES ST E & MONTGOMERY RD,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3676,15-062607,20150325,MAURICE ST btwn OTTAWA ST S & SYDNEY ST S,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,
3677,15-003315,20150105,LAUREL SPRINGS CRT btwn LAUREL SPRINGS CRT & LAUREL SPRINGS CRT,04-At/near private drive,02-Thru lane,05-Drifting Snow,"08-Dark, artificial",MIDBLOCK,
3678,14-038964,20140214,KING ST W btwn MT HOPE ST & WATERLOO BOUNDARY,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3679,15-016799,20150122,KING ST W btwn GAUKEL ST & COLLEGE ST,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3680,15-024204,20150202,LORRAINE AVE btwn BAIRD AVE & CARSON DR,04-At/near private drive,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,
3681,15-045823,20150303,JOSEPH ST btwn LINDEN AVE & VICTORIA ST S,04-At/near private drive,02-Thru lane,04-Freezing Rain,07-Dark,MIDBLOCK,
3682,15-074996,20150411,JOSEPH ST btwn GAUKEL ST & RICHMOND AVE,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3683,15-009158,20150113,JOSEPH ST btwn QUEEN ST S & ONTARIO ST S,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3684,14-197845,20140901,BLOOMINGDALE RD btwn PRINCE ST & COLYER PL,01-Non intersection,11-Not on roadway - right side,01-Clear,07-Dark,MIDBLOCK,
3685,15-036148,20150218,BOURNEMOUTH AVE btwn BECKER ST & BRUCE ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3686,14-265194,20141121,CEDAR ST S btwn CEDAR ST N & CHARLES ST E,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3687,14-246143,20141028,BANKSIDE DR btwn FISCHER HALLMAN RD & BENESFORT DR,04-At/near private drive,12-Off highway,01-Clear,07-Dark,MIDBLOCK,
3688,15-021195,20150129,CENTENNIAL RD btwn FORWELL RD & CENTENNIAL CRT,01-Non intersection,12-Off highway,01-Clear,01-Daylight,MIDBLOCK,
3689,15-097386,20150509,CHARTWELL CRT btwn EDENBRIDGE DR & CHARTWELL CRT,01-Non intersection,12-Off highway,01-Clear,"08-Dark, artificial",MIDBLOCK,
3690,15-033105,20150213,CEDARHILL CRES btwn HILLSIDE DR & HILLSIDE DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3691,14-272988,20141201,CORONET LANE btwn RIVER RD E & END,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3692,14-245474,20141027,CRESCENT ST btwn BORDEN AVE N & ONWARD AVE,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3693,15-021009,20150128,CYPRUS DR btwn RIPPLEWOOD CRES & BIRCHCLIFF AVE,01-Non intersection,11-Not on roadway - right side,01-Clear,"02-Daylight, artificial",MIDBLOCK,
3694,15-006725,20150110,DAVID ST btwn DILL ST & END,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3695,15-073625,20150409,KING ST E btwn KING ST BYPASS OFFRAMP & DEER RIDGE DR,04-At/near private drive,02-Thru lane,02-Rain,"08-Dark, artificial",MIDBLOCK,
3696,15-134974,20150625,DUKE ST W btwn YOUNG ST & COLLEGE ST,99-Other,12-Off highway,01-Clear,01-Daylight,MIDBLOCK,
3697,15-004595,20150107,DELAWARE AVE btwn HIGHLAND RD E & LORNE CRES,04-At/near private drive,02-Thru lane,06-Strong wind,"08-Dark, artificial",MIDBLOCK,
3698,15-004245,20150107,ERIKA CRT btwn ERIKA CRT & ERIKA CRT,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3699,15-011104,20150116,FOXBROOK CRT btwn FOXBROOK CRT & FOXBROOK CRT,04-At/near private drive,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,
3700,15-025284,20150203,FRANKLIN ST N btwn KENNETH AVE & ROSS AVE,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3701,14-289046,20141223,ST LEGER ST btwn GUELPH ST & BRIARWOOD PL,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3702,15-046088,20150303,GUELPH ST btwn ST LEGER ST & EDWIN ST,01-Non intersection,02-Thru lane,04-Freezing Rain,01-Daylight,MIDBLOCK,
3703,15-072605,20150408,HALLS LANE W btwn GAUKEL ST & WATER ST S,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3704,14-211150,20140915,EAGEN DR btwn BONNYLYN DR & FURNESS DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3705,15-045732,20150303,HARBER AVE btwn BROADMOOR AVE & BYRON AVE,01-Non intersection,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,
3706,15-134745,20150625,EDENBRIDGE DR btwn DARLINGTON PL & EDENBRIDGE PL,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3707,15-127639,20150616,EDGEWATER CRES btwn TREMAINE DR & JANINE ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3708,14-273918,20141202,EDMUND RD btwn SHELDON AVE N & WEBER ST E,04-At/near private drive,02-Thru lane,99-Other,01-Daylight,MIDBLOCK,
3709,14-204638,20140908,HEIMAN ST btwn CHARLES BEST PL & HIGHLAND RD E,01-Non intersection,09-Right shoulder,01-Clear,03-Dawn,MIDBLOCK,
3710,14-262557,20141117,ELKINGTON DR btwn ROSEMOUNT DR & ROSEMOUNT DR,01-Non intersection,10-Not on roadway - left side,03-Snow,01-Daylight,MIDBLOCK,
3711,15-016908,20150122,HERMIE PL btwn ST LEGER ST & VICTORIA ST N,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3712,14-236988,20141016,HICKORY HEIGHTS CRES btwn FOREST HILL DR & ELM RIDGE DR,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
3713,14-291466,20141227,ESSON ST btwn UNION BLVD & WATERLOO BOUNDARY,01-Non intersection,02-Thru lane,01-Clear,07-Dark,MIDBLOCK,
3714,14-263321,20141117,FOXGLOVE CRES btwn PROSPERITY DR & EVERGLADE CRES,01-Non intersection,11-Not on roadway - right side,03-Snow,05-Dusk,MIDBLOCK,
3715,15-067771,20150401,FAIRVIEW AVE btwn KING ST E & WEBER ST E,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
3716,15-062225,20150325,GOODRICH DR btwn CHANDARIA PL & HIDDEN VALLEY RD,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3717,15-041829,20150225,HILLSBOROUGH CRES btwn PINEDALE DR & PINEDALE DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3718,15-093393,20150504,FALCONRIDGE DR btwn RIVERLINK WAY & EAGLECREST ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3719,15-060987,20150323,GRAY ST btwn CASEY DR & QUAISER ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3720,15-076326,20150412,FIFTH AVE btwn GREENFIELD AVE & WILSON AVE,01-Non intersection,02-Thru lane,01-Clear,05-Dusk,MIDBLOCK,
3721,15-142968,20150705,RAUCH CRT btwn RAUCH CRT & RAUCH CRT,04-At/near private drive,11-Not on roadway - right side,01-Clear,01-Daylight,MIDBLOCK,
3722,15-104003,20150517,FORESTWOOD DR btwn FOREST GLEN CRES & FOREST GLEN CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3723,15-132600,20150613,FORESTWOOD DR btwn MEADOWBROOK DR & GLEN LAKE CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3724,15-028471,20150201,MARIGOLD CRT btwn ROBERT FERRIE DR & END,01-Non intersection,09-Right shoulder,01-Clear,"08-Dark, artificial",MIDBLOCK,
3725,15-024696,20150125,FORFAR AVE btwn FORFAR CRT & ROTHSAY AVE,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
3726,15-120947,20150608,RITTENHOUSE RD btwn ERINBROOK DR & ROSEBANK CRES,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,
3727,15-074301,20150410,BELL LANE btwn WATER ST N & FRANCIS ST N,01-Non intersection,99-Other,01-Clear,01-Daylight,MIDBLOCK,
3728,15-114150,20150530,BERWICK PL btwn MORGAN AVE & CUL DE SAC,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3729,15-065317,20150329,BRIARMEADOW DR btwn BRIARMEADOW CRES & BRIARMEADOW CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3730,14-235358,20141010,BELLEVIEW AVE btwn KENWOOD DR & CHELSEA RD,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3731,15-042030,20150226,BELMONT AVE W btwn ROCK AVE & CLAREMONT AVE,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3732,15-008130,20150112,BRUDER AVE btwn BENTON ST & PETER ST,01-Non intersection,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,
3733,15-022193,20150130,BLACKWELL DR btwn WESTHEIGHTS DR & MONTEAGLE CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3734,15-046503,20150215,CAIT AVE btwn NINTH AVE & WOODHAVEN RD,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
3735,15-138772,20150629,CAMERON ST N btwn WEBER ST E & ROSE ST,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,
3736,15-029568,20150209,CAMERON ST N btwn KING ST E & DUKE ST E,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3737,14-226643,20141003,AHRENS ST W btwn BREITHAUPT ST & WELLINGTON ST N,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,
3738,15-045784,20150302,CAMERON ST N btwn TROY ST & SAMUEL ST,01-Non intersection,02-Thru lane,01-Clear,07-Dark,MIDBLOCK,
3739,15-109729,20150524,CANTERS CLOSE btwn HIDDEN VALLEY RD & CUL DE SAC,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3740,15-047852,20150306,ANN ST btwn FREDERICK ST & FIFE AVE,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3741,15-017525,20150123,TOTTENHAM ST btwn ROCHEFORT ST & MAITLAND ST,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
3742,15-011533,20150116,WESTCHESTER DR btwn BREMBEL ST & ROSE GARDEN ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3743,15-047552,20150305,WILLIAMSBURG RD btwn OTTAWA ST S & NINE PINES RD,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
3744,15-069474,20150404,WINDFLOWER DR btwn FOXGLOVE CRES & WAKE ROBIN DR,04-At/near private drive,09-Right shoulder,01-Clear,"08-Dark, artificial",MIDBLOCK,
3745,14-291195,20141227,WINDING WAY btwn GREENBOUGH CRT & CHERRYTREE CRT,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3746,14-266239,20141121,WINSLOW DR btwn HIGHLAND RD E & SPADINA RD E,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3747,14-281361,20141212,WOODPOPPY CRT btwn WOODPOPPY CRT & WOODPOPPY CRT,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3748,15-041964,20150226,WOODVIEW CRES btwn WOODVIEW CRT & RIVER RD W,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3749,15-030396,20150210,YOUNG ST btwn WEBER ST W & ROY ST,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3750,15-020104,20150127,WOODHAVEN RD btwn CAIT AVE & WILSON AVE,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
3751,14-241178,20141021,STIRLING AVE S btwn ST CLAIR AVE & PLEASANT AVE,01-Non intersection,10-Not on roadway - left side,01-Clear,"08-Dark, artificial",MIDBLOCK,
3752,15-051587,20150307,STIRLING AVE S btwn LORNE CRES & ST CLAIR AVE,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3753,15-041497,20150225,TREMAINE CRES btwn TREMAINE DR & TREMAINE DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3754,15-206367,20150926,KINZIE AVE btwn GUERIN AVE & OBERMEYER DR,99-Other,12-Off highway,01-Clear,"08-Dark, artificial",MIDBLOCK,
3755,15-185826,20150831,OVERLEA DR btwn RALGREEN CRES & KELLY DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3756,15-211090,20151002,BORDEN PKY btwn PATTANDON AVE & MEINZINGER AVE,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
3757,15-211344,20151001,EDEN OAK TRAIL btwn RIVER RIDGE ST & WATERVALE DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3758,15-146571,20150710,HIGHVIEW DR btwn OLD PARK LANE & OLD PARK LANE,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3759,15-215489,20151007,DEER RIDGE DR btwn DEER RIDGE CRES & PIONEER TOWER CRES,01-Non intersection,02-Thru lane,01-Clear,05-Dusk,MIDBLOCK,
3760,15-154345,20150720,WESTWOOD CRES btwn WESTWOOD DR & WESTWOOD DR,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
3761,15-169572,20150809,HIGHLAND RD W btwn LAWRENCE AVE & BUTLER LANE,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3762,15-219760,20151013,BELLEVIEW AVE btwn SMITHSON ST & SUFFOLK AVE,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3763,15-171836,20150812,FALESY AVE btwn HAROLD AVE & KRAFT AVE,99-Other,12-Off highway,01-Clear,01-Daylight,MIDBLOCK,
3764,15-180435,20150823,ENGLEWOOD PL btwn GUELPH ST & CUL DE SAC,01-Non intersection,02-Thru lane,02-Rain,"08-Dark, artificial",MIDBLOCK,
3765,15-183914,20150829,WOODBINE AVE btwn SOPHIA CRES & SOPHIA CRES,99-Other,12-Off highway,01-Clear,07-Dark,MIDBLOCK,
3766,15-269533,20151217,DANE ST btwn KING ST E & CRESCENT ST,04-At/near private drive,11-Not on roadway - right side,01-Clear,"06-Dusk, artificial",MIDBLOCK,
3767,15-270820,20151219,LORNE AVE btwn GOTTSCHEER CRT & HEIMAN ST,01-Non intersection,10-Not on roadway - left side,03-Snow,01-Daylight,MIDBLOCK,
3768,15-192892,20150909,HALLS LANE E btwn BENTON ST & EBY ST S,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3769,15-235383,20151102,ONTARIO ST N btwn DUKE ST W & WEBER ST W,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3770,15-242468,20151111,PARK ST btwn WOOD ST & MT HOPE ST,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
3771,16-012772,20160118,GREENFIELD AVE btwn CARROL ST & WOODHAVEN RD,04-At/near private drive,09-Right shoulder,03-Snow,01-Daylight,MIDBLOCK,
3772,15-212605,20151003,OLD CHICOPEE DR btwn HOLBORN DR & CONWAY DR,01-Non intersection,02-Thru lane,02-Rain,07-Dark,MIDBLOCK,
3773,15-247251,20151117,HURST AVE btwn PALMER AVE & KENT AVE,01-Non intersection,02-Thru lane,01-Clear,"04-Dawn, artificial",MIDBLOCK,
3774,15-270308,20151218,RIVER RD E btwn KINZIE AVE & FAIRWAY RD N,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
3775,15-129482,20150617,MONTCALM DR btwn LORRAINE AVE & HUDSON CRES,04-At/near private drive,09-Right shoulder,01-Clear,"08-Dark, artificial",MIDBLOCK,
